Rank,Word,Score,In Answerlist
1098,model,10590.5,Yes
1099,rages,10590.0,No
1100,rhine,10589.5,No
1101,curet,10588.5,No
1102,menad,10588.5,No
1103,resid,10588.5,No
1104,doers,10588.0,No
1105,gaper,10586.5,No
1106,ioras,10586.5,No
1107,ragde,10586.0,No
1108,acned,10584.0,No
1109,rithe,10583.5,No
1110,ornee,10582.5,No
1111,rowed,10582.5,No
1112,pesta,10581.5,No
1113,proem,10581.0,No
1114,toras,10580.5,No
1115,razet,10579.0,No
1116,liger,10578.5,No
1117,riced,10578.5,No
1118,adobe,10578.0,Yes
1119,heron,10578.0,Yes
1120,haled,10577.5,No
1121,leapt,10577.0,Yes
1122,senti,10576.0,No
1123,doyen,10575.5,No
1124,cleat,10574.5,Yes
1125,serra,10574.5,No
1126,blase,10574.0,No
1127,tater,10574.0,No
1128,lokey,10573.5,No
1129,raven,10573.5,Yes
1130,slope,10573.0,Yes
1131,tepal,10573.0,No
1132,canes,10572.5,No
1133,derny,10572.5,No
1134,stage,10572.5,Yes
1135,coral,10572.0,Yes
1136,dolce,10572.0,No
1137,douse,10572.0,No
1138,neats,10572.0,No
1139,ardeb,10571.5,No
1140,grame,10571.5,No
1141,owrie,10571.5,No
1142,rosal,10571.0,No
1143,motes,10570.0,No
1144,apted,10569.5,No
1145,barge,10569.5,Yes
1146,ponce,10567.0,No
1147,moker,10566.5,No
1148,mensa,10566.0,No
1149,yager,10564.5,No
1150,grape,10562.0,Yes
1151,crake,10561.0,No
1152,pacey,10561.0,No
1153,rater,10560.5,No
1154,pecia,10559.5,No
1155,solan,10558.5,No
1156,rotte,10558.0,No
1157,homie,10557.5,No
1158,neals,10557.0,No
1159,remit,10557.0,Yes
1160,roneo,10556.5,No
1161,preon,10556.0,No
1162,cased,10555.0,No
1163,mobie,10554.5,No
1164,roleo,10554.5,No
1165,certy,10554.0,No
1166,galed,10554.0,No
1167,lathe,10553.5,Yes
1168,shone,10553.5,Yes
1169,mopey,10553.0,No
1170,resty,10553.0,No
1171,trona,10553.0,No
1172,orped,10551.0,No
1173,tsade,10551.0,No
1174,tines,10550.5,No
1175,laced,10548.5,No
1176,tiles,10548.5,No
1177,manes,10547.5,No
1178,moral,10547.0,Yes
1179,sabed,10546.5,No
1180,males,10545.5,No
1181,fares,10544.5,No
1182,tilde,10544.5,Yes
1183,liber,10544.0,No
1184,morna,10544.0,No
1185,laude,10543.0,No
1186,reins,10541.5,No
1187,scote,10541.5,No
1188,dries,10541.0,No
1189,hanse,10541.0,No
1190,smote,10541.0,Yes
1191,crome,10540.0,No
1192,acted,10539.5,No
1193,paedo,10539.5,No
1194,halse,10539.0,No
1195,baste,10538.0,Yes
1196,repas,10536.5,No
1197,claes,10535.5,No
1198,hated,10535.0,No
1199,bears,10534.0,No
1200,netas,10534.0,No
1201,pries,10534.0,No
1202,yeast,10534.0,Yes
1203,roady,10532.5,No
1204,clade,10531.5,No
1205,looie,10531.5,No
1206,since,10531.5,Yes
1207,aygre,10531.0,No
1208,toged,10531.0,No
1209,skate,10530.5,Yes
1210,mased,10530.0,No
1211,pride,10530.0,Yes
1212,cates,10528.0,No
1213,lovie,10528.0,No
1214,moran,10528.0,No
1215,sepad,10527.5,No
1216,lodes,10527.0,No
1217,lepta,10525.0,No
1218,asker,10524.5,No
1219,recto,10524.5,No
1220,lapse,10523.5,Yes
1221,sture,10522.5,No
1222,aizle,10520.5,No
1223,poesy,10520.0,Yes
1224,cesta,10518.0,No
1225,borek,10517.0,No
1226,moyle,10517.0,No
1227,sitar,10517.0,No
1228,reams,10515.5,No
1229,coxae,10514.5,No
1230,setae,10514.5,No
1231,sooey,10514.5,No
1232,flore,10514.0,No
1233,recit,10512.5,No
1234,dimer,10511.5,No
1235,gated,10511.5,No
1236,nurse,10510.5,Yes
1237,ruice,10510.5,No
1238,leirs,10510.0,No
1239,alive,10509.5,Yes
1240,brise,10509.0,No
1241,slide,10509.0,Yes
1242,axone,10508.5,No
1243,doest,10508.5,No
1244,oncer,10508.5,No
1245,boule,10508.0,Yes
1246,usnea,10508.0,No
1247,dance,10507.0,Yes
1248,molar,10506.5,Yes
1249,reaps,10506.0,No
1250,wrote,10505.0,Yes
1251,pokie,10504.5,No
1252,tyler,10504.0,No
1253,plena,10503.5,No
1254,mates,10503.0,No
1255,hosel,10502.0,No
1256,token,10501.5,Yes
1257,roche,10500.5,No
1258,yodle,10500.5,No
1259,pance,10500.0,No
1260,maker,10499.5,Yes
1261,deros,10498.0,No
1262,pause,10498.0,Yes
1263,roved,10497.0,No
1264,kiter,10496.0,No
1265,trued,10496.0,No
1266,ocean,10495.0,Yes
1267,amice,10493.5,No
1268,boeti,10492.5,No
1269,moers,10492.5,No
1270,comte,10492.0,No
1271,hovea,10492.0,No
1272,rides,10490.0,No
1273,recon,10489.5,No
1274,scone,10489.5,Yes
1275,leman,10488.0,No
1276,zoeal,10487.0,No
1277,basen,10486.0,No
1278,debar,10485.0,Yes
1279,eland,10485.0,No
1280,skear,10484.5,No
1281,named,10484.0,No
1282,narre,10484.0,No
1283,rokes,10484.0,No
1284,hosen,10483.0,No
1285,yodel,10482.5,No
1286,fader,10482.0,No
1287,rared,10481.0,No
1288,puler,10480.0,No
1289,tozie,10480.0,No
1290,onset,10478.5,Yes
1291,mouse,10476.5,Yes
1292,labne,10476.0,No
1293,finer,10475.5,Yes
1294,force,10475.5,Yes
1295,luser,10475.0,No
1296,deare,10474.5,No
1297,libre,10474.5,No
1298,tribe,10474.0,Yes
1299,filer,10473.5,Yes
1300,ramee,10473.5,No
1301,thole,10473.5,No
1302,idler,10471.5,Yes
1303,dower,10471.0,No
1304,noble,10471.0,Yes
1305,velar,10471.0,No
1306,cries,10470.5,No
1307,genal,10470.0,No
1308,outed,10470.0,No
1309,niger,10469.5,No
1310,opine,10469.5,Yes
1311,sarin,10469.5,No
1312,haste,10468.0,Yes
1313,swore,10468.0,Yes
1314,dolia,10467.5,No
1315,kesar,10467.5,No
1316,peare,10467.5,No
1317,tomes,10467.5,No
1318,dicer,10467.0,No
1319,taels,10467.0,No
1320,zorse,10465.0,No
1321,sowle,10464.5,No
1322,taxer,10464.5,No
1323,hears,10464.0,No
1324,power,10464.0,Yes
1325,place,10463.0,Yes
1326,speat,10463.0,No
1327,tonal,10462.5,Yes
1328,roose,10462.0,No
1329,waney,10461.5,No
1330,inlet,10460.0,Yes
1331,lades,10460.0,No
1332,regot,10458.5,No
1333,yoker,10458.5,No
1334,dorsa,10457.5,No
1335,foyer,10457.5,Yes
1336,terra,10457.5,Yes
1337,chore,10457.0,Yes
1338,ovate,10456.0,Yes
1339,jaleo,10455.5,No
1340,beast,10454.5,Yes
1341,faery,10454.5,No
1342,shade,10454.0,Yes
1343,dogey,10453.5,No
1344,lines,10453.5,No
1345,sarod,10453.5,No
1346,naped,10453.0,No
1347,close,10449.0,Yes
1348,genro,10448.5,No
1349,raphe,10447.0,No
1350,petri,10446.5,No
1351,pogey,10446.5,No
1352,bigae,10446.0,No
1353,mesal,10444.0,No
1354,savey,10444.0,No
1355,pined,10443.0,No
1356,rapee,10442.5,No
1357,taupe,10441.5,No
1358,tolan,10441.5,No
1359,godet,10441.0,No
1360,piled,10441.0,No
1361,gears,10440.5,No
1362,telae,10440.0,No
1363,dared,10438.0,No
1364,feard,10438.0,No
1365,puter,10437.5,No
1366,yales,10437.5,No
1367,angle,10437.0,Yes
1368,topes,10436.5,No
1369,bitey,10435.0,No
1370,cause,10434.5,Yes
1371,herma,10434.5,No
1372,taken,10434.5,Yes
1373,rache,10433.5,No
1374,sceat,10433.0,No
1375,ureas,10432.0,No
1376,raved,10430.0,No
1377,goave,10429.5,No
1378,porer,10429.5,No
1379,tubae,10429.5,No
1380,wares,10429.5,No
1381,skier,10429.0,Yes
1382,tiers,10428.5,No
1383,avine,10427.5,No
1384,ceros,10427.5,No
1385,sowne,10427.5,No
1386,bones,10427.0,No
1387,boles,10425.0,No
1388,clean,10424.0,Yes
1389,stake,10423.5,Yes
1390,tatie,10423.5,No
1391,augen,10423.0,No
1392,limey,10423.0,No
1393,ogler,10422.0,No
1394,trike,10421.5,No
1395,bodle,10421.0,No
1396,terza,10420.5,No
1397,twoer,10420.5,No
1398,spade,10420.0,Yes
1399,angel,10419.0,Yes
1400,forme,10418.5,No
1401,nodes,10418.0,No
1402,rakes,10417.0,No
1403,goray,10416.0,No
1404,grise,10415.5,No
1405,snake,10415.5,Yes
1406,teind,10415.5,No
1407,jolie,10412.0,No
1408,monpe,10412.0,No
1409,loupe,10411.5,No
1410,rewan,10410.5,No
1411,shoed,10410.0,No
1412,copen,10409.0,No
1413,lites,10409.0,No
1414,farce,10408.5,Yes
1415,roily,10406.5,No
1416,liker,10405.5,No
1417,drice,10405.0,No
1418,inure,10403.5,No
1419,bogie,10401.5,No
1420,riant,10401.5,No
1421,cower,10400.5,Yes
1422,tames,10400.5,No
1423,nigre,10400.0,No
1424,riels,10400.0,No
1425,lobed,10399.5,No
1426,conia,10399.0,No
1427,price,10398.0,Yes
1428,soote,10397.5,No
1429,pawer,10397.0,No
1430,eater,10396.0,Yes
1431,acher,10395.5,No
1432,yates,10395.0,No
1433,powre,10394.5,No
1434,sopra,10394.0,No
1435,troad,10393.5,No
1436,stope,10393.0,No
1437,camel,10392.0,Yes
1438,refan,10391.0,No
1439,sield,10391.0,No
1440,acute,10390.5,Yes
1441,fayer,10390.5,No
1442,deity,10390.0,Yes
1443,helio,10389.0,No
1444,besat,10388.0,No
1445,poyse,10386.5,No
1446,volet,10386.5,No
1447,haute,10386.0,Yes
1448,dover,10385.5,No
1449,pelas,10385.5,No
1450,abies,10385.0,No
1451,bider,10385.0,No
1452,amber,10384.5,Yes
1453,goety,10384.5,No
1454,heast,10384.5,No
1455,botes,10382.5,No
1456,soole,10382.5,No
1457,latke,10382.0,No
1458,lunet,10382.0,No
1459,shred,10382.0,No
1460,tyred,10382.0,No
1461,osetr,10381.5,No
1462,rotas,10381.5,No
1463,abide,10381.0,Yes
1464,almes,10381.0,No
1465,dream,10381.0,Yes
1466,peats,10381.0,No
1467,garbe,10379.5,No
1468,caple,10379.0,No
1469,meare,10379.0,No
1470,hires,10377.5,No
1471,frena,10377.0,No
1472,slice,10377.0,Yes
1473,buret,10376.0,No
1474,reran,10376.0,No
1475,gerah,10375.5,No
1476,mower,10375.5,Yes
1477,repin,10375.5,No
1478,solve,10375.5,Yes
1479,kaies,10375.0,No
1480,atter,10374.5,No
1481,arefy,10374.0,No
1482,cuter,10374.0,No
1483,sepoy,10373.5,No
1484,deals,10373.0,No
1485,flane,10370.5,No
1486,lomes,10370.5,No
1487,olent,10370.5,No
1488,dirge,10370.0,Yes
1489,liart,10370.0,No
1490,ousel,10370.0,No
1491,darer,10369.5,No
1492,tapes,10369.5,No
1493,redly,10369.0,No
1494,cline,10368.5,No
1495,lures,10368.5,No
1496,youse,10368.5,No
1497,torah,10368.0,No
1498,donee,10367.5,No
1499,genio,10367.5,No
1500,laxer,10367.5,No
1501,roans,10367.5,No
1502,wader,10367.0,No
1503,parve,10366.5,No
1504,corer,10366.0,Yes
1505,peals,10366.0,No
1506,dolee,10365.5,No
1507,eards,10365.5,No
1508,gilet,10365.5,No
1509,sheal,10365.5,No
1510,crein,10365.0,No
1511,perst,10365.0,No
1512,pedal,10363.5,Yes
1513,peris,10363.5,No
1514,parer,10362.5,Yes
1515,bleat,10362.0,Yes
1516,lenti,10362.0,No
1517,coyed,10361.5,No
1518,hepar,10361.5,No
1519,swale,10361.5,No
1520,aloin,10361.0,No
1521,orant,10360.5,No
1522,terns,10360.5,No
1523,banes,10360.0,No
1524,caneh,10360.0,No
1525,licet,10360.0,No
1526,reach,10360.0,Yes
1527,boral,10359.5,No
1528,neath,10359.5,No
1529,stoep,10358.5,No
1530,bales,10358.0,No
1531,payed,10358.0,No
1532,pured,10358.0,No
1533,toked,10358.0,No
1534,frite,10357.5,No
1535,hones,10357.0,No
1536,borna,10356.5,No
1537,taces,10356.0,No
1538,macte,10355.5,No
1539,holes,10355.0,No
1540,mined,10354.5,No
1541,maple,10354.0,Yes
1542,trove,10354.0,Yes
1543,pelon,10352.0,No
1544,fired,10351.5,No
1545,snoep,10350.5,No
1546,crema,10349.0,No
1547,makie,10349.0,No
1548,muter,10349.0,No
1549,brake,10348.5,Yes
1550,spred,10348.0,No
1551,relic,10347.5,Yes
1552,olden,10347.0,Yes
1553,absey,10344.5,No
1554,plead,10344.0,Yes
1555,shero,10344.0,No
1556,styre,10344.0,No
1557,boart,10343.5,No
1558,shite,10343.0,No
1559,siver,10343.0,No
1560,based,10342.5,No
1561,clame,10342.5,No
1562,aspen,10342.0,No
1563,pedro,10342.0,No
1564,prime,10341.0,Yes
1565,macle,10340.5,No
1566,inert,10340.0,Yes
1567,hosed,10339.5,No
1568,lopes,10339.5,No
1569,probe,10339.5,Yes
1570,ahent,10339.0,No
1571,steno,10338.0,No
1572,abled,10337.0,Yes
1573,alces,10336.5,No
1574,deans,10336.0,No
1575,sadhe,10336.0,No
1576,cited,10335.0,No
1577,maneh,10335.0,No
1578,bagie,10334.5,No
1579,rimes,10333.5,No
1580,ideal,10333.0,Yes
1581,super,10332.5,Yes
1582,goles,10331.5,No
1583,liers,10331.5,No
1584,piste,10331.5,No
1585,speal,10331.5,No
1586,remap,10330.5,No
1587,strep,10330.5,No
1588,swear,10330.5,Yes
1589,urned,10330.5,No
1590,cruet,10329.5,No
1591,towel,10329.5,Yes
1592,wanle,10329.5,No
1593,peans,10329.0,No
1594,email,10328.0,Yes
1595,noels,10328.0,No
1596,brome,10327.5,No
1597,stria,10327.0,No
1598,homey,10326.5,No
1599,noyes,10326.5,No
1600,versa,10326.5,No
1601,cento,10325.5,No
1602,retip,10324.5,No
1603,mobey,10323.5,No
1604,blaes,10323.0,No
1605,naive,10323.0,Yes
1606,neist,10321.5,No
1607,orbed,10321.5,No
1608,fayre,10321.0,No
1609,flier,10321.0,Yes
1610,snide,10321.0,Yes
1611,dowie,10320.5,No
1612,feuar,10320.5,No
1613,slime,10320.0,Yes
1614,yerba,10320.0,No
1615,decay,10319.5,Yes
1616,nerdy,10319.5,Yes
1617,purse,10319.5,Yes
1618,valet,10319.5,Yes
1619,blade,10319.0,Yes
1620,bolar,10319.0,No
1621,cooer,10318.5,No
1622,eared,10316.5,No
1623,azine,10316.0,No
1624,cagey,10316.0,Yes
1625,minse,10316.0,No
1626,telos,10316.0,No
1627,bates,10315.5,No
1628,cover,10315.0,Yes
1629,hider,10315.0,No
1630,sonne,10314.0,No
1631,powie,10313.5,No
1632,theor,10313.5,No
1633,spean,10312.5,No
1634,baker,10312.0,Yes
1635,geoid,10311.5,No
1636,paver,10311.5,No
1637,tuyer,10311.5,No
1638,other,10311.0,Yes
1639,runes,10311.0,No
1640,cream,10310.5,Yes
1641,royal,10310.5,Yes
1642,slipe,10310.5,No
1643,shiel,10310.0,No
1644,heald,10309.5,No
1645,rules,10309.0,No
1646,spite,10309.0,Yes
1647,salve,10308.5,Yes
1648,stern,10308.5,Yes
1649,vares,10308.0,No
1650,singe,10307.0,Yes
1651,boers,10305.0,No
1652,parev,10304.0,No
1653,lames,10303.5,No
1654,carve,10303.0,Yes
1655,seiza,10303.0,No
1656,rainy,10302.5,Yes
1657,ripes,10302.5,No
1658,drave,10301.5,No
1659,looey,10300.5,No
1660,mento,10300.5,No
1661,darre,10300.0,No
1662,nites,10300.0,No
1663,socia,10299.5,No
1664,trail,10299.5,Yes
1665,carer,10299.0,No
1666,scena,10298.5,No
1667,axite,10298.0,No
1668,raser,10298.0,No
1669,lovey,10297.0,No
1670,melas,10297.0,No
1671,rebit,10296.5,No
1672,acnes,10294.5,No
1673,cured,10294.5,No
1674,droke,10294.0,No
1675,spile,10294.0,No
1676,siped,10293.5,No
1677,trial,10293.5,Yes
1678,leear,10292.5,No
1679,meats,10292.5,No
1680,hoary,10292.0,No
1681,agree,10291.5,Yes
1682,bonce,10291.0,No
1683,shine,10291.0,Yes
1684,mover,10290.0,Yes
1685,horal,10289.5,No
1686,bouse,10289.0,No
1687,rices,10289.0,No
1688,teads,10289.0,No
1689,leaky,10288.5,Yes
1690,plied,10288.5,Yes
1691,hales,10288.0,No
1692,space,10288.0,Yes
1693,volte,10288.0,No
1694,doble,10287.0,No
1695,proke,10287.0,No
1696,eyras,10286.0,No
1697,intel,10286.0,No
1698,recap,10286.0,Yes
1699,aegis,10285.0,No
1700,razed,10285.0,No
1701,sithe,10285.0,No
1702,sowed,10284.0,No
1703,axile,10283.0,No
1704,biome,10282.5,Yes
1705,trend,10282.0,Yes
1706,mesad,10281.5,No
1707,facer,10281.0,No
1708,train,10280.5,Yes
1709,frame,10279.5,Yes
1710,conge,10279.0,No
1711,smite,10278.5,Yes
1712,crime,10277.5,Yes
1713,meals,10277.5,No
1714,aguey,10277.0,No
1715,spiel,10276.0,Yes
1716,medal,10275.0,Yes
1717,meris,10275.0,No
1718,ament,10274.5,No
1719,pelau,10274.0,No
1720,sonse,10274.0,No
1721,ashet,10273.5,No
1722,pokey,10273.5,No
1723,slave,10273.5,No
1724,enarm,10273.0,No
1725,turme,10272.5,No
1726,tetra,10272.0,No
1727,lairy,10271.0,No
1728,frape,10270.0,No
1729,mayed,10269.5,No
1730,mured,10269.5,No
1731,nicey,10269.5,No
1732,speir,10269.0,No
1733,goary,10268.5,No
1734,cripe,10268.0,No
1735,karee,10267.0,No
1736,goral,10266.0,No
1737,coped,10265.5,No
1738,heiau,10265.5,No
1739,shame,10265.0,Yes
1740,gales,10264.5,No
1741,nipet,10264.5,No
1742,roded,10264.5,No
1743,ankle,10264.0,Yes
1744,melon,10263.5,Yes
1745,smile,10263.5,Yes
1746,bayle,10262.5,No
1747,trefa,10262.0,No
1748,nomes,10261.5,No
1749,relie,10261.5,No
1750,hoyle,10259.5,No
1751,laces,10259.0,No
1752,rores,10258.5,No
1753,bries,10258.0,No
1754,nugae,10258.0,No
1755,rents,10258.0,No
1756,redos,10257.5,No
1757,spine,10257.0,Yes
1758,loast,10256.5,No
1759,tepoy,10256.5,No
1760,curse,10256.0,Yes
1761,shape,10255.5,Yes
1762,metas,10254.5,No
1763,those,10254.5,Yes
1764,bride,10254.0,Yes
1765,limen,10254.0,No
1766,aided,10252.5,No
1767,forge,10251.0,Yes
1768,sucre,10249.5,No
1769,patee,10249.0,No
1770,paced,10248.5,No
1771,caver,10248.0,No
1772,pagle,10247.5,No
1773,ragee,10247.5,No
1774,ecard,10247.0,No
1775,acker,10246.5,No
1776,coude,10246.5,No
1777,steil,10246.5,No
1778,avise,10245.5,No
1779,hates,10245.5,No
1780,romal,10245.5,No
1781,meiny,10242.5,No
1782,neoza,10242.5,No
1783,prune,10242.5,Yes
1784,write,10242.5,Yes
1785,rivet,10241.5,Yes
1786,toges,10241.5,No
1787,mulie,10241.0,No
1788,dozer,10240.5,No
1789,means,10240.5,No
1790,moped,10240.5,No
1791,metol,10240.0,No
1792,sayee,10240.0,No
1793,teaed,10240.0,No
1794,yamen,10240.0,No
1795,viner,10239.0,No
1796,plage,10238.5,No
1797,onely,10238.0,No
1798,admen,10237.5,No
1799,viler,10237.0,No
1800,begar,10236.5,No
1801,wired,10236.5,No
1802,fouet,10236.0,No
1803,gamey,10236.0,No
1804,goyle,10236.0,No
1805,dovie,10235.0,No
1806,hoers,10235.0,No
1807,decor,10234.5,Yes
1808,leash,10234.5,Yes
1809,stair,10233.0,Yes
1810,radio,10232.5,Yes
1811,togue,10232.5,No
1812,adred,10232.0,No
1813,crave,10231.0,Yes
1814,stein,10227.5,Yes
1815,copse,10227.0,Yes
1816,tomia,10227.0,No
1817,roman,10226.5,No
1818,glade,10225.5,Yes
1819,moues,10225.5,No
1820,clied,10225.0,No
1821,mowie,10225.0,No
1822,grope,10224.5,Yes
1823,meint,10224.0,No
1824,cutie,10223.5,Yes
1825,false,10223.5,Yes
1826,salle,10223.5,No
1827,gates,10222.0,No
1828,surge,10222.0,Yes
1829,dirke,10221.0,No
1830,lenos,10221.0,No
1831,fated,10219.5,No
1832,alley,10219.0,Yes
1833,house,10219.0,Yes
1834,retie,10219.0,No
1835,ceiba,10218.5,No
1836,beady,10218.0,Yes
1837,sawed,10217.0,No
1838,serow,10217.0,No
1839,coble,10216.5,No
1840,douar,10215.0,No
1841,lowen,10213.5,No
1842,lowne,10213.5,No
1843,notal,10212.0,No
1844,rheas,10212.0,No
1845,goers,10211.5,No
1846,pagne,10210.5,No
1847,cokey,10210.0,No
1848,rifte,10209.0,No
1849,pelma,10208.5,No
1850,blite,10208.0,No
1851,roves,10207.5,No
1852,timed,10207.5,No
1853,islet,10207.0,Yes
1854,nerts,10206.5,No
1855,trues,10206.5,No
1856,erase,10206.0,Yes
1857,swire,10205.5,No
1858,salse,10205.0,No
1859,piety,10204.5,Yes
1860,korai,10203.5,No
1861,apers,10202.5,No
1862,tease,10201.5,Yes
1863,ileac,10201.0,No
1864,estro,10199.0,No
1865,reaks,10199.0,No
1866,reine,10199.0,No
1867,caped,10198.5,No
1868,fetor,10198.5,No
1869,rasse,10198.5,No
1870,cruel,10198.0,Yes
1871,sizer,10198.0,No
1872,norma,10197.5,No
1873,recti,10197.5,No
1874,safed,10197.5,No
1875,nuder,10197.0,No
1876,tonne,10197.0,No
1877,elans,10195.5,No
1878,deman,10195.0,No
1879,lifer,10195.0,No
1880,phase,10195.0,Yes
1881,beaut,10194.5,No
1882,names,10194.5,No
1883,laked,10194.0,No
1884,rifle,10194.0,Yes
1885,litem,10193.5,No
1886,euros,10192.5,No
1887,hayle,10192.5,No
1888,leads,10192.0,No
1889,beare,10191.5,No
1890,lycea,10191.5,No
1891,moble,10191.5,No
1892,rares,10191.5,No
1893,scape,10191.5,No
1894,waide,10191.0,No
1895,aurae,10190.5,No
1896,doseh,10190.5,No
1897,cohen,10190.0,No
1898,tinge,10190.0,No
1899,bower,10188.0,No
1900,dorje,10187.0,No
1901,mange,10187.0,Yes
1902,taube,10187.0,No
1903,drent,10186.0,No
1904,raxed,10186.0,No
1905,their,10186.0,Yes
1906,potai,10185.5,No
1907,douce,10185.0,No
1908,mokey,10185.0,No
1909,tuned,10185.0,No
1910,aweto,10184.5,No
1911,kerma,10184.0,No
1912,mohel,10184.0,No
1913,arett,10183.0,No
1914,gynae,10183.0,No
1915,reply,10181.5,Yes
1916,opery,10181.0,No
1917,reign,10181.0,Yes
1918,elint,10179.0,No
1919,prent,10179.0,No
1920,pouce,10178.0,No
1921,unred,10177.5,No
1922,fovea,10176.5,No
1923,renig,10176.0,No
1924,death,10175.5,Yes
1925,runce,10175.0,No
1926,thine,10174.0,No
1927,dazer,10173.5,No
1928,reame,10173.0,No
1929,steam,10173.0,Yes
1930,acers,10172.5,No
1931,treat,10172.0,Yes
1932,bogey,10170.5,No
1933,korat,10170.5,No
1934,boteh,10170.0,No
1935,diota,10170.0,No
1936,decal,10169.5,Yes
1937,roist,10169.0,No
1938,almeh,10168.5,No
1939,towed,10167.0,No
1940,lodge,10166.5,Yes
1941,arede,10166.0,No
1942,yarer,10166.0,No
1943,biled,10165.0,No
1944,mathe,10165.0,No
1945,regma,10164.5,No
1946,codes,10163.5,No
1947,napes,10163.5,No
1948,teils,10163.0,No
1949,telco,10163.0,No
1950,ticed,10163.0,No
1951,fried,10162.0,Yes
1952,holme,10162.0,No
1953,doura,10161.5,No
1954,dalek,10161.0,No
1955,pavie,10161.0,No
1956,dines,10160.5,No
1957,gride,10160.5,No
1958,coati,10160.0,No
1959,maced,10160.0,No
1960,proal,10159.0,No
1961,twier,10158.0,No
1962,crare,10157.5,No
1963,kiley,10157.0,No
1964,menil,10157.0,No
1965,helot,10156.5,No
1966,rhies,10156.5,No
1967,amuse,10156.0,Yes
1968,vomer,10156.0,No
1969,dewar,10155.5,No
1970,inset,10155.0,No
1971,hance,10154.0,No
1972,borer,10153.5,No
1973,pines,10153.5,No
1974,hause,10152.0,No
1975,owner,10152.0,Yes
1976,poets,10152.0,No
1977,piles,10151.5,No
1978,relax,10151.5,Yes
1979,decan,10150.5,No
1980,negro,10150.5,No
1981,owler,10150.0,No
1982,cable,10149.5,Yes
1983,boyed,10149.0,No
1984,peisy,10149.0,No
1985,waned,10149.0,No
1986,fears,10148.5,No
1987,servo,10148.5,No
