Rank,Word,Score,Overall Frequency,Pos1 Freq,Pos2 Freq,Pos3 Freq,Pos4 Freq,Pos5 Freq
575,abler,2778.0,4098,140,16,112,318,212
576,isnae,2778.0,4116,34,16,137,162,422
577,trema,2777.7999999999997,4147,149,267,177,68,63
578,phare,2777.6000000000004,3854,141,144,306,150,422
579,pacer,2777.6,3942,141,304,56,318,212
580,soyle,2777.4,3791,365,279,29,162,422
581,stake,2777.2,3812,365,77,306,55,422
582,baste,2776.3999999999996,3882,173,304,80,139,422
583,olpae,2776.2000000000003,4039,41,200,57,162,422
584,reaps,2776.2,4135,105,241,306,50,36
585,orant,2775.7999999999997,3927,41,267,306,182,253
586,morse,2775.2000000000003,3864,107,279,163,171,422
587,lutea,2775.2,4116,87,185,111,318,63
588,gorse,2774.7999999999997,3858,115,279,163,171,422
589,roted,2773.6,4002,105,279,111,318,118
590,sieur,2773.4,3931,365,201,177,82,212
591,urena,2773.4,4141,33,267,177,182,63
592,leare,2773.2,3818,87,241,306,150,422
593,cager,2771.7999999999997,3887,198,304,67,318,212
594,crake,2771.3999999999996,3787,198,267,306,55,422
595,feral,2770.6,4047,135,241,163,162,155
596,laver,2770.0,3970,87,304,49,318,212
597,roues,2769.6000000000004,4014,105,279,165,318,36
598,urine,2769.6,3836,33,267,266,182,422
599,perai,2769.3999999999996,4137,141,241,163,162,11
600,liers,2769.0,4181,87,201,177,150,36
601,regal,2768.7999999999997,4128,105,241,67,162,155
602,apres,2768.2,4135,140,61,163,318,36
603,trues,2768.0,3990,149,267,165,318,36
604,deray,2767.8,3919,111,241,163,162,364
605,namer,2767.4,3991,37,304,61,318,212
606,rotal,2766.8,4070,105,279,111,162,155
607,brise,2766.6,3745,173,267,266,171,422
608,terns,2766.6,4097,149,241,163,182,36
609,cabre,2766.2,3857,198,304,56,150,422
610,doser,2764.6,3941,111,279,80,318,212
611,silen,2764.6,3857,365,201,112,318,130
612,sepal,2764.4,3954,365,241,57,162,155
613,inter,2764.2000000000003,4099,34,87,111,318,212
614,acers,2764.2,4245,140,40,177,150,36
615,coset,2764.2,3855,198,279,80,318,253
616,waite,2764.0,3798,82,304,266,139,422
617,peola,2763.4,4039,141,241,243,162,63
618,seton,2763.3999999999996,3953,365,241,111,132,130
619,leash,2762.4,3976,87,241,306,171,137
620,swear,2762.4,3964,365,44,177,162,212
621,ramen,2761.8,3991,105,304,61,318,130
622,danse,2761.4,3839,111,304,137,171,422
623,grise,2761.4,3775,115,267,266,171,422
624,terga,2761.4,4141,149,241,163,76,63
625,repla,2760.9999999999995,4183,105,241,57,162,63
626,borel,2760.8,3876,173,279,163,318,155
627,sonce,2760.6000000000004,3699,365,279,137,150,422
628,coste,2760.2,3855,198,279,80,139,422
629,tuile,2760.2,3811,149,185,266,162,422
630,poser,2759.7999999999997,3913,141,279,80,318,212
631,laces,2758.8,4064,87,304,56,318,36
632,cruet,2758.6,3797,198,267,165,318,253
633,skear,2758.4,3980,365,10,177,162,212
634,moler,2758.3999999999996,3912,107,279,112,318,212
635,forte,2758.0,3838,135,279,163,139,422
636,loper,2757.8,3961,87,279,57,318,212
637,ulnae,2757.6,3960,33,200,137,162,422
638,retin,2757.4,4099,105,241,111,158,130
639,erase,2757.2,3770,72,267,306,171,422
640,arete,2756.6,3831,140,267,177,139,422
641,stead,2756.6,3995,365,77,177,162,118
642,risen,2756.3999999999996,4038,105,201,80,318,130
643,morel,2756.0,3912,107,279,163,318,155
644,redia,2755.8,4165,105,241,75,158,63
645,eards,2755.3999999999996,4163,72,304,163,69,36
646,flore,2755.0,3825,135,200,243,150,422
647,paseo,2755.0,3991,141,304,80,318,58
648,solde,2754.8,3760,365,279,112,69,422
649,reins,2754.7999999999997,4038,105,241,266,182,36
650,grade,2754.6,3805,115,267,306,69,422
651,ravel,2754.4,3970,105,304,49,318,155
652,escar,2754.2,4245,72,16,56,162,212
653,reach,2754.0,3964,105,241,306,150,137
654,reams,2754.0,4086,105,241,306,68,36
655,maleo,2753.6,3990,107,304,112,318,58
656,farce,2753.2,3806,135,304,163,150,422
657,eiron,2752.9999999999995,4123,72,201,163,132,130
658,padre,2752.8,3860,141,304,75,150,422
659,retam,2752.6,4147,105,241,111,162,42
660,lased,2752.0,3982,87,304,80,318,118
661,after,2751.6,4060,140,8,111,318,212
662,clade,2751.4,3789,198,200,306,69,422
663,loave,2751.2,3826,87,279,306,45,422
664,slope,2751.2,3732,365,200,243,50,422
665,ordie,2751.0,3943,41,267,75,158,422
666,rouen,2750.2000000000003,3919,105,279,165,318,130
667,canes,2749.8,3921,198,304,137,318,36
668,caber,2749.3999999999996,3857,198,304,56,318,212
669,grone,2749.3999999999996,3763,115,267,243,182,422
670,louse,2749.3999999999996,3833,87,279,165,171,422
671,space,2749.3999999999996,3713,365,61,306,150,422
672,teils,2749.3999999999996,4013,149,241,266,162,36
673,dates,2749.0,3995,111,304,111,318,36
674,lepra,2748.9999999999995,4183,87,241,57,150,63
675,retag,2748.6,4141,105,241,111,162,41
676,false,2748.3999999999996,3818,135,304,112,171,422
677,soree,2747.6,3548,365,279,163,318,422
678,seric,2747.2,3940,365,241,163,158,31
679,fears,2746.6000000000004,3999,135,241,306,150,36
680,clone,2746.2,3747,198,200,243,182,422
681,ailed,2746.0,3984,140,201,112,318,118
682,troke,2745.8,3819,149,267,243,55,422
683,louie,2745.4,3835,87,279,165,158,422
684,zaire,2745.2,3812,3,304,266,150,422
685,enrol,2745.0,4169,72,87,163,132,155
686,shite,2744.8,3684,365,144,266,139,422
687,frite,2744.6,3755,135,267,266,139,422
688,rache,2744.4,3964,105,304,56,28,422
689,hoser,2744.2,3935,69,279,80,318,212
690,pates,2744.2,3967,141,304,111,318,36
691,place,2744.2,3761,141,200,306,150,422
692,bleat,2744.0,3930,173,200,177,162,253
693,salve,2743.8,3741,365,304,112,45,422
694,rheas,2743.7999999999997,4157,105,144,177,162,36
695,lacey,2743.6,3820,87,304,56,318,364
696,loast,2743.0,3841,87,279,306,171,253
697,wrote,2743.0,3803,82,267,243,139,422
698,nelia,2742.8,4164,37,241,112,158,63
699,raced,2742.4,3970,105,304,56,318,118
700,rhone,2742.4,3840,105,144,243,182,422
701,olent,2741.8,4001,41,200,177,182,253
702,drest,2741.7999999999997,3917,111,267,177,171,253
703,arced,2741.6,3970,140,267,56,318,118
704,dales,2741.6,3982,111,304,112,318,36
705,rines,2741.6,4038,105,201,137,318,36
706,manet,2741.3999999999996,3823,107,304,137,318,253
707,agile,2741.0,3901,140,11,266,162,422
708,feast,2741.0,3831,135,241,306,171,253
709,hanse,2741.0,3833,69,304,137,171,422
710,speal,2740.4,3954,365,61,177,162,155
711,cadet,2740.3999999999996,3802,198,304,75,318,253
712,resty,2740.3999999999996,3948,105,241,80,139,364
713,ranke,2740.2,3885,105,304,137,55,422
714,elint,2740.0,3918,72,200,266,182,253
715,inert,2739.8,4099,34,87,177,150,253
716,netas,2739.8,4175,37,241,111,162,36
717,lande,2739.7999999999997,3887,87,304,137,69,422
718,wares,2739.6000000000004,3964,82,304,163,318,36
719,tones,2739.3999999999996,3953,149,279,137,318,36
720,truce,2739.3999999999996,3797,149,267,165,150,422
721,luser,2739.0,3977,87,185,80,318,212
722,anode,2738.8,3924,140,87,243,69,422
723,reamy,2738.7999999999997,3842,105,241,306,68,364
724,alces,2738.4,4064,140,200,56,318,36
725,stave,2738.4,3754,365,77,306,45,422
726,riato,2738.0,4024,105,201,306,139,58
727,chase,2737.4,3735,198,144,306,171,422
728,panel,2737.4,3859,141,304,137,318,155
729,tuner,2737.4,3895,149,185,137,318,212
730,mante,2737.3999999999996,3823,107,304,137,139,422
731,cedar,2737.2,3970,198,241,75,162,212
732,prest,2737.0,3889,141,267,177,171,253
733,thole,2737.0,3815,149,144,243,162,422
734,pales,2736.8,3954,141,304,112,318,36
735,enact,2736.3999999999996,3982,72,87,306,150,253
736,payer,2736.2,3891,141,304,29,318,212
737,roble,2735.2,3876,105,279,56,162,422
738,slide,2735.0,3677,365,200,266,69,422
739,tribe,2734.8,3806,149,267,266,24,422
740,swore,2734.7999999999997,3742,365,44,243,150,422
741,blaes,2734.6000000000004,3869,173,200,306,318,36
742,cesta,2734.6,4077,198,241,80,139,63
743,macer,2734.6,3893,107,304,56,318,212
744,tiles,2734.2,4013,149,201,112,318,36
745,pared,2733.6,3860,141,304,163,318,118
746,petal,2733.0,4015,141,241,111,162,155
747,renos,2733.0,4121,105,241,137,132,36
748,royne,2733.0,3877,105,279,29,182,422
749,soled,2732.8,3760,365,279,112,318,118
750,alowe,2732.7999999999997,3868,140,200,243,25,422
751,crave,2732.6000000000004,3729,198,267,306,45,422
752,samey,2732.6,3613,365,304,61,318,364
753,cosie,2732.4,3796,198,279,80,158,422
754,older,2731.8,3989,41,200,75,318,212
755,flane,2731.7999999999997,3723,135,200,306,182,422
756,deals,2731.6,3982,111,241,306,162,36
757,tired,2731.0,3919,149,201,163,318,118
758,cruse,2730.8,3736,198,267,165,171,422
759,acies,2730.7999999999997,4018,140,40,266,318,36
760,eclat,2730.6,4125,72,40,112,162,253
761,pareu,2730.6,3933,141,304,163,318,1
762,cires,2730.4,3940,198,201,163,318,36
763,doner,2730.4,3846,111,279,137,318,212
764,orals,2730.2000000000003,4009,41,267,306,162,36
765,grape,2730.2,3777,115,267,306,50,422
766,faine,2729.7999999999997,3677,135,304,266,182,422
767,larnt,2729.6,3890,87,304,163,182,253
768,meant,2729.3999999999996,3823,107,241,306,182,253
769,estro,2729.0,4277,72,16,111,150,58
770,opera,2728.8,4220,41,61,177,150,63
771,toras,2728.7999999999997,4022,149,279,163,162,36
772,hates,2728.6000000000004,3989,69,304,111,318,36
773,samen,2728.3999999999996,3762,365,304,61,318,130
774,ancle,2728.2000000000003,3969,140,87,56,162,422
775,clean,2728.2000000000003,3969,198,200,177,162,130
776,dores,2727.4,3941,111,279,163,318,36
777,borne,2727.3999999999996,3733,173,279,163,182,422
778,aside,2726.8,3936,140,16,266,69,422
779,peals,2726.8,3954,141,241,306,162,36
780,taros,2726.7999999999997,4022,149,304,163,132,36
781,septa,2726.2,3967,365,241,57,139,63
782,conte,2726.0,3760,198,279,137,139,422
783,redan,2725.9999999999995,4068,105,241,75,162,130
784,recit,2725.8,4001,105,241,56,158,253
785,tapes,2725.7999999999997,3967,149,304,57,318,36
786,telos,2725.6,4096,149,241,112,132,36
787,yates,2725.6,4026,6,304,111,318,36
788,peats,2725.3999999999996,3967,141,241,306,139,36
789,riant,2725.2000000000003,3844,105,201,306,182,253
790,sower,2725.2,3742,365,279,26,318,212
791,curet,2725.0,3797,198,185,163,318,253
792,strep,2725.0,3889,365,77,163,318,56
793,beray,2724.8,3806,173,241,163,162,364
794,paten,2724.7999999999997,3872,141,304,111,318,130
795,rosed,2724.6,3941,105,279,80,318,118
796,toney,2724.2000000000003,3709,149,279,137,318,364
797,birle,2724.2,3793,173,201,163,162,422
798,poise,2723.2,3686,141,279,266,171,422
799,theor,2723.2,3996,149,144,177,132,212
800,tyler,2722.8,3996,149,22,112,318,212
801,morne,2722.6000000000004,3769,107,279,163,182,422
802,snarl,2722.6000000000004,3829,365,87,306,150,155
803,pores,2722.6,3913,141,279,163,318,36
804,aiver,2722.4,3924,140,201,49,318,212
805,ceros,2721.7999999999997,4023,198,241,163,132,36
806,losen,2721.6,3940,87,279,80,318,130
807,repas,2721.4,4135,105,241,57,162,36
808,rents,2721.3999999999996,4097,105,241,137,139,36
809,hales,2721.2,3976,69,304,112,318,36
810,perst,2721.0,3889,141,241,163,171,253
811,frise,2720.8,3694,135,267,266,171,422
812,anger,2720.6,3985,140,87,67,318,212
813,hayer,2720.6,3913,69,304,29,318,212
814,stary,2720.6,3693,365,77,306,150,364
815,piler,2720.3999999999996,3878,141,201,112,318,212
816,scone,2720.2000000000003,3699,365,40,243,182,422
817,alecs,2719.6,4064,140,200,177,150,36
818,ranee,2719.4,3675,105,304,137,318,422
819,razet,2719.0,3871,105,304,11,318,253
820,slant,2719.0,3661,365,200,306,182,253
821,taxer,2718.7999999999997,3868,149,304,12,318,212
822,shero,2718.6,3935,365,144,177,150,58
823,yales,2718.2,4013,6,304,112,318,36
824,argue,2718.0,3878,140,267,67,82,422
825,clart,2718.0,3792,198,200,306,150,253
826,hared,2718.0,3882,69,304,163,318,118
827,rosal,2717.8,4009,105,279,80,162,155
828,laned,2717.7999999999997,3887,87,304,137,318,118
829,sarin,2717.7999999999997,3783,365,304,163,158,130
830,trona,2717.7999999999997,3927,149,267,243,182,63
831,eliad,2717.6000000000004,3984,72,200,266,162,118
832,barde,2717.4,3775,173,304,163,69,422
833,teads,2717.4,3995,149,241,306,69,36
834,lades,2717.2,3982,87,304,75,318,36
835,saint,2717.0,3615,365,304,266,182,253
836,teloi,2716.7999999999997,4098,149,241,112,132,11
837,starn,2716.3999999999996,3842,365,77,306,150,130
838,steno,2715.3999999999996,3953,365,77,177,182,58
839,forel,2715.0,3825,135,279,163,318,155
840,tepal,2714.6,4015,149,241,57,162,155
841,shade,2714.2,3653,365,144,306,69,422
842,brine,2714.0,3650,173,267,266,182,422
843,dries,2714.0,3858,111,267,266,318,36
844,alike,2713.8,3801,140,200,266,55,422
845,caple,2713.8,3761,198,304,57,162,422
846,manse,2713.6,3762,107,304,137,171,422
847,brame,2713.2,3698,173,267,306,68,422
848,atoke,2713.0,3897,140,77,243,55,422
849,rince,2713.0,3845,105,201,137,150,422
850,sucre,2712.8,3736,365,185,56,150,422
851,aerie,2712.7999999999997,3772,140,241,163,158,422
852,ronde,2712.4,3846,105,279,137,69,422
853,trefa,2712.4,4060,149,267,177,35,63
854,garde,2712.2,3805,115,304,163,69,422
855,haute,2711.7999999999997,3787,69,304,165,139,422
856,those,2711.7999999999997,3767,149,144,243,171,422
857,cruel,2711.6000000000004,3784,198,267,165,318,155
858,heals,2711.2,3976,69,241,306,162,36
859,slipe,2710.6000000000004,3649,365,200,266,50,422
860,train,2710.4,3844,149,267,306,158,130
861,certs,2710.2000000000003,3999,198,241,163,139,36
862,peaty,2710.2,3723,141,241,306,139,364
863,honer,2710.0,3840,69,279,137,318,212
864,heats,2709.8,3989,69,241,306,139,36
865,madre,2709.8,3811,107,304,75,150,422
866,stope,2709.8,3745,365,77,243,50,422
867,manie,2709.6000000000004,3764,107,304,137,158,422
868,aglet,2709.6,3960,140,11,112,318,253
869,barye,2709.6,3806,173,304,163,3,422
870,toran,2709.3999999999996,3927,149,279,163,162,130
871,neist,2709.2,3870,37,241,266,171,253
872,pries,2709.2,3830,141,267,266,318,36
873,shone,2709.0,3611,365,144,243,182,422
874,lites,2708.9999999999995,4013,87,201,111,318,36
875,ratio,2708.8,4024,105,304,111,158,58
876,boite,2708.7999999999997,3662,173,279,266,139,422
877,cadie,2708.6,3743,198,304,75,158,422
878,parge,2708.6,3777,141,304,163,76,422
879,resin,2708.3999999999996,4038,105,241,80,158,130
880,chore,2708.0,3742,198,144,243,150,422
881,grame,2708.0,3728,115,267,306,68,422
882,hoise,2707.6,3708,69,279,266,171,422
883,latke,2707.6,3860,87,304,111,55,422
884,pilea,2707.6,3956,141,201,112,318,63
885,souce,2707.6,3592,365,279,165,150,422
886,porey,2707.4,3669,141,279,163,318,364
887,locie,2707.2000000000003,3844,87,279,56,158,422
888,trove,2707.0,3761,149,267,243,45,422
889,apers,2706.6,4135,140,61,177,150,36
890,toaze,2706.6,3727,149,279,306,20,422
891,tawse,2706.4,3796,149,304,26,171,422
892,tapen,2706.3999999999996,3872,149,304,57,318,130
893,repay,2706.2,3891,105,241,57,162,364
894,bates,2706.0,3882,173,304,111,318,36
895,istle,2705.7999999999997,4013,34,16,111,162,422
896,cline,2705.6000000000004,3664,198,200,266,182,422
897,eater,2705.4,3831,72,304,111,318,212
898,moile,2705.4,3685,107,279,266,162,422
899,seamy,2705.3999999999996,3613,365,241,306,68,364
900,trike,2705.2,3736,149,267,266,55,422
901,faery,2705.0,3755,135,304,177,150,364
902,rails,2704.8,3926,105,304,266,162,36
903,clame,2704.7999999999997,3712,198,200,306,68,422
904,feria,2704.6,4001,135,241,163,158,63
905,nerts,2704.6,4097,37,241,163,139,36
906,wears,2704.4,3964,82,241,306,150,36
907,arils,2704.0,3926,140,267,266,162,36
908,yores,2704.0,3972,6,279,163,318,36
909,agone,2703.8,3841,140,11,243,182,422
910,pause,2703.6000000000004,3704,141,304,165,171,422
911,resam,2703.6,4086,105,241,80,162,42
912,piert,2703.4,3891,141,201,177,150,253
913,raits,2703.4,3939,105,304,266,139,36
914,rugae,2703.2,3878,105,185,67,162,422
915,volae,2702.8,3826,43,279,112,162,422
916,regia,2702.7999999999997,4082,105,241,67,158,63
917,entia,2702.6,4177,72,87,111,158,63
918,write,2702.4,3720,82,267,266,139,422
919,tawie,2702.3999999999996,3798,149,304,26,158,422
920,walie,2702.2,3785,82,304,112,158,422
921,shiel,2701.8,3671,365,144,266,318,155
922,urent,2701.8,3895,33,267,177,182,253
923,lures,2701.7999999999997,3977,87,185,163,318,36
924,rhine,2701.7999999999997,3757,105,144,266,182,422
925,mitre,2701.6,3842,107,201,111,150,422
926,mates,2701.2,3918,107,304,111,318,36
927,rayed,2701.0,3919,105,304,29,318,118
928,scape,2701.0,3713,365,40,306,50,422
929,islet,2700.9999999999995,4013,34,16,112,318,253
930,glace,2700.8,3706,115,200,306,150,422
931,gates,2700.7999999999997,3912,115,304,111,318,36
932,smote,2700.4,3696,365,38,243,139,422
933,tiars,2700.2000000000003,3939,149,201,306,150,36
934,spile,2699.8,3649,365,61,266,162,422
935,repot,2699.6000000000004,3974,105,241,57,132,253
936,birse,2699.0,3745,173,201,163,171,422
937,vares,2698.7999999999997,3922,43,304,163,318,36
938,bales,2698.6000000000004,3869,173,304,112,318,36
939,etnas,2698.6,4175,72,77,137,162,36
940,eyras,2698.4,4194,72,22,163,162,36
941,sepia,2698.3999999999996,3908,365,241,57,158,63
942,spite,2698.3999999999996,3662,365,61,266,139,422
943,comae,2698.2000000000003,3749,198,279,61,162,422
944,bayer,2698.0,3806,173,304,29,318,212
945,rakes,2698.0,3980,105,304,12,318,36
946,tames,2698.0,3918,149,304,61,318,36
947,laden,2697.7999999999997,3887,87,304,75,318,130
948,flier,2697.6,3742,135,200,266,318,212
949,curse,2697.2,3736,198,185,163,171,422
950,sidle,2696.2,3677,365,201,75,162,422
951,salto,2695.8,3841,365,304,112,139,58
952,auger,2695.6,3878,140,185,67,318,212
953,bared,2695.4,3775,173,304,163,318,118
954,certy,2695.0,3755,198,241,163,139,364
955,taupe,2695.0,3765,149,304,165,50,422
956,ahent,2694.8,3894,140,144,177,182,253
957,heaty,2694.6,3745,69,241,306,139,364
958,rithe,2694.6,3913,105,201,111,28,422
959,swire,2694.2000000000003,3659,365,44,266,150,422
960,ruice,2694.0,3738,105,185,266,150,422
961,males,2693.8,3905,107,304,112,318,36
962,stria,2693.8,3939,365,77,163,158,63
963,ablet,2693.6,3930,140,16,112,318,253
964,acred,2693.6,3970,140,40,163,318,118
965,facer,2693.6,3806,135,304,56,318,212
966,gales,2693.4,3899,115,304,112,318,36
967,curie,2693.2,3738,198,185,163,158,422
968,valet,2693.2,3802,43,304,112,318,253
969,gayer,2692.8,3836,115,304,29,318,212
970,lairs,2692.8,3926,87,304,266,150,36
971,besat,2692.7999999999997,3882,173,241,80,162,253
972,sedan,2692.6000000000004,3839,365,241,75,162,130
973,blert,2692.3999999999996,3852,173,200,177,150,253
974,delta,2692.2,4043,111,241,112,139,63
975,surat,2692.2,3735,365,185,163,162,253
976,scart,2692.0,3744,365,40,306,150,253
977,worse,2692.0,3742,82,279,163,171,422
978,nurse,2691.6000000000004,3834,37,185,163,171,422
979,apery,2691.4,3891,140,61,177,150,364
980,paeon,2691.2,3896,141,304,177,132,130
981,ourey,2690.4,3770,41,185,163,318,364
982,rotas,2690.3999999999996,4022,105,279,111,162,36
983,carve,2690.2000000000003,3729,198,304,163,45,422
984,dolie,2690.0,3762,111,279,112,158,422
985,metal,2690.0,3966,107,241,111,162,155
986,recto,2690.0,4084,105,241,56,139,58
987,velar,2690.0,3970,43,241,112,162,212
988,cotes,2689.8,3855,198,279,111,318,36
989,rodes,2689.8,3941,105,279,75,318,36
990,shape,2689.8,3625,365,144,306,50,422
991,biter,2689.6,3806,173,201,111,318,212
992,frape,2689.6,3696,135,267,306,50,422
993,drent,2689.2,3822,111,267,177,182,253
994,weary,2689.2,3720,82,241,306,150,364
995,beals,2688.6000000000004,3869,173,241,306,162,36
