Rank,Word,Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
424,halse,2671.9,387,975,716,668,1230,69,304,112,171,422
425,patel,2671.3,365,975,729,1230,716,141,304,111,318,155
426,paste,2670.55,365,975,668,729,1230,141,304,80,139,422
427,noise,2670.4500000000003,573,753,670,668,1230,37,279,266,171,422
428,saned,2670.3500000000004,668,975,573,1230,393,365,304,137,318,118
429,taker,2670.3,729,975,210,1230,897,149,304,12,318,212
430,oilet,2670.15,753,670,716,1230,729,41,201,112,318,253
431,slyer,2670.05,668,716,424,1230,897,365,200,29,318,212
432,blear,2669.7,280,716,1230,975,897,173,200,177,162,212
433,stair,2669.55,668,729,975,670,897,365,77,306,158,212
434,dears,2669.45,393,1230,975,897,668,111,241,306,150,36
435,waler,2669.2000000000003,194,975,716,1230,897,82,304,112,318,212
436,nitre,2668.9,573,670,729,897,1230,37,201,111,150,422
437,citer,2668.55,475,670,729,1230,897,198,201,111,318,212
438,close,2668.4000000000005,475,716,753,668,1230,198,200,243,171,422
439,satem,2667.9,668,975,729,1230,316,365,304,111,318,42
440,aimer,2667.8,975,670,316,1230,897,140,201,61,318,212
441,tawer,2667.8,729,975,194,1230,897,149,304,26,318,212
442,pears,2667.55,365,1230,975,897,668,141,241,306,150,36
443,drone,2666.55,393,897,753,573,1230,111,267,243,182,422
444,blore,2666.4,280,716,753,897,1230,173,200,243,150,422
445,sorta,2666.1500000000005,668,753,897,729,975,365,279,163,139,63
446,resol,2666.05,897,1230,668,753,716,105,241,80,132,155
447,eorls,2665.6000000000004,1230,753,897,716,668,72,279,163,162,36
448,acone,2665.4500000000003,975,475,753,573,1230,140,40,243,182,422
449,seity,2665.3,668,1230,670,729,424,365,241,266,139,364
450,gares,2665.2,310,975,897,1230,668,115,304,163,318,36
451,swale,2665.2,668,194,975,716,1230,365,44,306,162,422
452,doter,2665.05,393,753,729,1230,897,111,279,111,318,212
453,mares,2664.9,316,975,897,1230,668,107,304,163,318,36
454,cause,2664.7000000000003,475,975,466,668,1230,198,304,165,171,422
455,prone,2664.65,365,897,753,573,1230,141,267,243,182,422
456,scote,2664.3,668,475,753,729,1230,365,40,243,139,422
457,ocrea,2662.75,753,475,897,1230,975,41,40,163,318,63
458,shote,2662.7000000000003,668,387,753,729,1230,365,144,243,139,422
459,diane,2662.4500000000003,393,670,975,573,1230,111,201,306,182,422
460,toyer,2662.3,729,753,424,1230,897,149,279,29,318,212
461,heast,2661.9500000000003,387,1230,975,668,729,69,241,306,171,253
462,preta,2661.9500000000003,365,897,1230,729,975,141,267,177,139,63
463,range,2661.55,897,975,573,310,1230,105,304,137,76,422
464,horse,2661.05,387,753,897,668,1230,69,279,163,171,422
465,royet,2660.95,897,753,424,1230,729,105,279,29,318,253
466,lyase,2660.75,716,424,975,668,1230,87,22,306,171,422
467,riley,2660.3500000000004,897,670,716,1230,424,105,201,112,318,364
468,oware,2660.3,753,194,975,897,1230,41,44,306,150,422
469,rones,2660.3,897,753,573,1230,668,105,279,137,318,36
470,cores,2659.95,475,753,897,1230,668,198,279,163,318,36
471,slave,2659.65,668,716,975,152,1230,365,200,306,45,422
472,dearn,2659.5,393,1230,975,897,573,111,241,306,150,130
473,tripe,2659.3500000000004,729,897,670,365,1230,149,267,266,50,422
474,apert,2659.25,975,365,1230,897,729,140,61,177,150,253
475,nates,2658.95,573,975,729,1230,668,37,304,111,318,36
476,belar,2658.9,280,1230,716,975,897,173,241,112,162,212
477,realm,2658.9,897,1230,975,716,316,105,241,306,162,42
478,sober,2658.9,668,753,280,1230,897,365,279,56,318,212
479,trail,2658.6000000000004,729,897,975,670,716,149,267,306,158,155
480,sient,2658.6,668,670,1230,573,729,365,201,177,182,253
481,tried,2658.55,729,897,670,1230,393,149,267,266,318,118
482,goier,2658.5,310,753,670,1230,897,115,279,266,318,212
483,caper,2658.1500000000005,475,975,365,1230,897,198,304,57,318,212
484,stern,2657.9000000000005,668,729,1230,897,573,365,77,177,150,130
485,poler,2656.4500000000003,365,753,716,1230,897,141,279,112,318,212
486,spier,2656.4,668,365,670,1230,897,365,61,266,318,212
487,skate,2655.5000000000005,668,210,975,729,1230,365,10,306,139,422
488,cries,2655.25,475,897,670,1230,668,198,267,266,318,36
489,toles,2655.1000000000004,729,753,716,1230,668,149,279,112,318,36
490,taver,2655.05,729,975,152,1230,897,149,304,49,318,212
491,yeast,2653.9500000000003,424,1230,975,668,729,6,241,306,171,253
492,rites,2653.65,897,670,729,1230,668,105,201,111,318,36
493,table,2653.35,729,975,280,716,1230,149,304,56,162,422
494,reate,2652.9,897,1230,975,729,1230,105,241,306,139,422
495,throe,2652.3,729,387,897,753,1230,149,144,163,132,422
496,soyle,2650.7000000000003,668,753,424,716,1230,365,279,29,162,422
497,leirs,2650.55,716,1230,670,897,668,87,241,266,150,36
498,outre,2650.3,753,466,729,897,1230,41,185,111,150,422
499,haste,2650.25,387,975,668,729,1230,69,304,80,139,422
500,niter,2650.0,573,670,729,1230,897,37,201,111,318,212
501,beast,2649.9000000000005,280,1230,975,668,729,173,241,306,171,253
502,tolar,2649.8,729,753,716,975,897,149,279,112,162,212
503,neosa,2649.2000000000003,573,1230,753,668,975,37,241,243,171,63
504,touse,2649.0,729,753,466,668,1230,149,279,165,171,422
505,sider,2648.85,668,670,393,1230,897,365,201,75,318,212
506,lathe,2648.7500000000005,716,975,729,387,1230,87,304,111,28,422
507,acres,2648.4,975,475,897,1230,668,140,40,163,318,36
508,coure,2647.8500000000004,475,753,466,897,1230,198,279,165,150,422
509,stake,2647.8500000000004,668,729,975,210,1230,365,77,306,55,422
510,soree,2647.55,668,753,897,1230,1230,365,279,163,318,422
511,elans,2647.3,1230,716,975,573,668,72,200,306,182,36
512,hears,2647.2500000000005,387,1230,975,897,668,69,241,306,150,36
513,riles,2646.9500000000003,897,670,716,1230,668,105,201,112,318,36
514,amole,2646.75,975,316,753,716,1230,140,38,243,162,422
515,sired,2646.15,668,670,897,1230,393,365,201,163,318,118
516,eatin,2646.1000000000004,1230,975,729,670,573,72,304,111,158,130
517,sonar,2646.05,668,753,573,975,897,365,279,137,162,212
518,lated,2645.75,716,975,729,1230,393,87,304,111,318,118
519,ourie,2644.8500000000004,753,466,897,670,1230,41,185,163,158,422
520,plier,2644.55,365,716,670,1230,897,141,200,266,318,212
521,crake,2644.4500000000003,475,897,975,210,1230,198,267,306,55,422
522,selah,2644.4500000000003,668,1230,716,975,387,365,241,112,162,137
523,brise,2644.3,280,897,670,668,1230,173,267,266,171,422
524,afire,2644.25,975,229,670,897,1230,140,8,266,150,422
525,ready,2643.7000000000003,897,1230,975,393,424,105,241,306,69,364
526,sonce,2643.3,668,753,573,475,1230,365,279,137,150,422
527,rapes,2643.25,897,975,365,1230,668,105,304,57,318,36
528,drape,2643.2,393,897,975,365,1230,111,267,306,50,422
529,lapse,2643.15,716,975,365,668,1230,87,304,57,171,422
530,phare,2643.05,365,387,975,897,1230,141,144,306,150,422
531,pilae,2642.9,365,670,716,975,1230,141,201,112,162,422
532,presa,2642.8,365,897,1230,668,975,141,267,177,171,63
533,leare,2642.6,716,1230,975,897,1230,87,241,306,150,422
534,toper,2642.4500000000003,729,753,365,1230,897,149,279,57,318,212
535,trial,2642.4000000000005,729,897,670,975,716,149,267,266,162,155
536,todea,2641.8,729,753,393,1230,975,149,279,75,318,63
537,liart,2641.5000000000005,716,670,975,897,729,87,201,306,150,253
538,neals,2641.0000000000005,573,1230,975,716,668,37,241,306,162,36
539,styre,2640.75,668,729,424,897,1230,365,77,29,150,422
540,recta,2640.1000000000004,897,1230,475,729,975,105,241,56,139,63
541,speat,2639.9500000000003,668,365,1230,975,729,365,61,177,162,253
542,gorse,2639.4,310,753,897,668,1230,115,279,163,171,422
543,sitar,2639.4,668,670,729,975,897,365,201,111,162,212
544,years,2639.25,424,1230,975,897,668,6,241,306,150,36
545,morse,2639.1000000000004,316,753,897,668,1230,107,279,163,171,422
546,baste,2638.2000000000003,280,975,668,729,1230,173,304,80,139,422
547,sheal,2638.15,668,387,1230,975,716,365,144,177,162,155
548,psoae,2637.8500000000004,365,668,753,975,1230,141,16,243,162,422
549,neats,2637.8,573,1230,975,729,668,37,241,306,139,36
550,urine,2636.3,466,897,670,573,1230,33,267,266,182,422
551,laker,2635.25,716,975,210,1230,897,87,304,12,318,212
552,bears,2635.2,280,1230,975,897,668,173,241,306,150,36
553,aruhe,2635.15,975,897,466,387,1230,140,267,165,28,422
554,oaker,2634.9,753,975,210,1230,897,41,304,12,318,212
555,waite,2634.75,194,975,670,729,1230,82,304,266,139,422
556,grise,2634.7,310,897,670,668,1230,115,267,266,171,422
557,tenia,2633.9500000000003,729,1230,573,670,975,149,241,137,158,63
558,ureas,2633.55,466,897,1230,975,668,33,267,177,162,36
559,tased,2633.3,729,975,668,1230,393,149,304,80,318,118
560,sewar,2632.9,668,1230,194,975,897,365,241,26,162,212
561,lawer,2632.7500000000005,716,975,194,1230,897,87,304,26,318,212
562,resto,2632.7000000000003,897,1230,668,729,753,105,241,80,139,58
563,cager,2632.4000000000005,475,975,310,1230,897,198,304,67,318,212
564,arpen,2632.4,975,897,365,1230,573,140,267,57,318,130
565,pacer,2632.05,365,975,475,1230,897,141,304,56,318,212
566,orant,2631.9000000000005,753,897,975,573,729,41,267,306,182,253
567,luter,2631.75,716,466,729,1230,897,87,185,111,318,212
568,outer,2631.4,753,466,729,1230,897,41,185,111,318,212
569,taces,2630.7000000000003,729,975,475,1230,668,149,304,56,318,36
570,erase,2630.6,1230,897,975,668,1230,72,267,306,171,422
571,beira,2630.4500000000003,280,1230,670,897,975,173,241,266,150,63
572,reads,2630.3,897,1230,975,393,668,105,241,306,69,36
573,tsade,2630.15,729,668,975,393,1230,149,16,306,69,422
574,afret,2629.9,975,229,897,1230,729,140,8,163,318,253
575,leapt,2629.9,716,1230,975,365,729,87,241,306,50,253
576,cabre,2629.8500000000004,475,975,280,897,1230,198,304,56,150,422
577,fares,2629.65,229,975,897,1230,668,135,304,163,318,36
578,yearn,2629.3,424,1230,975,897,573,6,241,306,150,130
579,solde,2629.15,668,753,716,393,1230,365,279,112,69,422
580,space,2628.95,668,365,975,475,1230,365,61,306,150,422
581,tuile,2628.8500000000004,729,466,670,716,1230,149,185,266,162,422
582,cruet,2628.8,475,897,466,1230,729,198,267,165,318,253
583,sieur,2628.7000000000003,668,670,1230,466,897,365,201,177,82,212
584,slope,2628.6000000000004,668,716,753,365,1230,365,200,243,50,422
585,pleat,2628.1,365,716,1230,975,729,141,200,177,162,253
586,silen,2628.05,668,670,716,1230,573,365,201,112,318,130
587,coset,2627.85,475,753,668,1230,729,198,279,80,318,253
588,tiers,2627.55,729,670,1230,897,668,149,201,177,150,36
589,shite,2627.4,668,387,670,729,1230,365,144,266,139,422
590,relos,2626.9,897,1230,716,753,668,105,241,112,132,36
591,lotes,2626.75,716,753,729,1230,668,87,279,111,318,36
592,danse,2626.7000000000003,393,975,573,668,1230,111,304,137,171,422
593,steil,2626.55,668,729,1230,670,716,365,77,177,158,155
594,denar,2625.75,393,1230,573,975,897,111,241,137,162,212
595,gears,2625.6,310,1230,975,897,668,115,241,306,150,36
596,deray,2623.9,393,1230,897,975,424,111,241,163,162,364
597,coste,2623.35,475,753,668,729,1230,198,279,80,139,422
598,grade,2623.3,310,897,975,393,1230,115,267,306,69,422
599,forte,2623.0,229,753,897,729,1230,135,279,163,139,422
600,grone,2622.7,310,897,753,573,1230,115,267,243,182,422
601,samey,2622.55,668,975,316,1230,424,365,304,61,318,364
602,arete,2622.3,975,897,1230,729,1230,140,267,177,139,422
603,clade,2621.7000000000003,475,716,975,393,1230,198,200,306,69,422
604,farce,2621.6000000000004,229,975,897,475,1230,135,304,163,150,422
605,borel,2621.4,280,753,897,1230,716,173,279,163,318,155
606,flore,2621.25,229,716,753,897,1230,135,200,243,150,422
607,clone,2621.1000000000004,475,716,753,573,1230,198,200,243,182,422
608,nerol,2620.55,573,1230,897,753,716,37,241,163,132,155
609,roted,2620.05,897,753,729,1230,393,105,279,111,318,118
610,laver,2620.0,716,975,152,1230,897,87,304,49,318,212
611,salve,2619.15,668,975,716,152,1230,365,304,112,45,422
612,olpae,2618.3500000000004,753,716,365,975,1230,41,200,57,162,422
613,frite,2618.3,229,897,670,729,1230,135,267,266,139,422
614,rames,2618.1000000000004,897,975,316,1230,668,105,304,61,318,36
615,doser,2617.55,393,753,668,1230,897,111,279,80,318,212
616,rages,2617.5,897,975,310,1230,668,105,304,67,318,36
617,slide,2617.25,668,716,670,393,1230,365,200,266,69,422
618,place,2617.1000000000004,365,716,975,475,1230,141,200,306,150,422
619,loave,2616.8500000000004,716,753,975,152,1230,87,279,306,45,422
620,sepal,2615.7000000000003,668,1230,365,975,716,365,241,57,162,155
621,poser,2615.65,365,753,668,1230,897,141,279,80,318,212
622,osetr,2615.6000000000004,753,668,1230,729,897,41,16,177,139,212
623,trues,2615.25,729,897,466,1230,668,149,267,165,318,36
624,false,2614.7,229,975,716,668,1230,135,304,112,171,422
625,seton,2614.7,668,1230,729,753,573,365,241,111,132,130
626,namer,2614.4500000000003,573,975,316,1230,897,37,304,61,318,212
627,padre,2614.4,365,975,393,897,1230,141,304,75,150,422
628,moler,2614.2000000000003,316,753,716,1230,897,107,279,112,318,212
629,roues,2614.05,897,753,466,1230,668,105,279,165,318,36
630,louse,2613.95,716,753,466,668,1230,87,279,165,171,422
631,abler,2613.0,975,280,716,1230,897,140,16,112,318,212
632,chase,2612.7,475,387,975,668,1230,198,144,306,171,422
633,ayres,2612.25,975,424,897,1230,668,140,22,163,318,36
634,swear,2612.2000000000003,668,194,1230,975,897,365,44,177,162,212
635,zaire,2611.8500000000004,40,975,670,897,1230,3,304,266,150,422
636,troke,2611.65,729,897,753,210,1230,149,267,243,55,422
637,morel,2611.5000000000005,316,753,897,1230,716,107,279,163,318,155
638,stave,2611.4500000000003,668,729,975,152,1230,365,77,306,45,422
639,faine,2611.4,229,975,670,573,1230,135,304,266,182,422
640,feral,2611.05,229,1230,897,975,716,135,241,163,162,155
641,caber,2610.9500000000003,475,975,280,1230,897,198,304,56,318,212
642,isnae,2610.75,670,668,573,975,1230,34,16,137,162,422
643,leash,2610.7000000000003,716,1230,975,668,387,87,241,306,171,137
644,wrote,2610.5,194,897,753,729,1230,82,267,243,139,422
645,louie,2609.2,716,753,466,670,1230,87,279,165,158,422
646,lacey,2609.05,716,975,475,1230,424,87,304,56,318,364
647,swore,2608.9000000000005,668,194,753,897,1230,365,44,243,150,422
648,asper,2608.6,975,668,365,1230,897,140,16,57,318,212
649,ramen,2608.15,897,975,316,1230,573,105,304,61,318,130
650,crave,2608.05,475,897,975,152,1230,198,267,306,45,422
651,flane,2607.9,229,716,975,573,1230,135,200,306,182,422
652,cadet,2607.7000000000003,475,975,393,1230,729,198,304,75,318,253
653,antes,2607.65,975,573,729,1230,668,140,87,111,318,36
654,lutea,2607.6000000000004,716,466,729,1230,975,87,185,111,318,63
655,loper,2607.4,716,753,365,1230,897,87,279,57,318,212
656,ulnae,2607.3,466,716,573,975,1230,33,200,137,162,422
657,truce,2607.2000000000003,729,897,466,475,1230,149,267,165,150,422
658,trema,2606.6500000000005,729,897,1230,316,975,149,267,177,68,63
659,reaps,2606.35,897,1230,975,365,668,105,241,306,50,36
660,manet,2606.2,316,975,573,1230,729,107,304,137,318,253
661,riels,2606.0,897,670,1230,716,668,105,201,177,162,36
662,loast,2605.75,716,753,975,668,729,87,279,306,171,253
663,skear,2605.7,668,210,1230,975,897,365,10,177,162,212
664,rhone,2605.2,897,387,753,573,1230,105,144,243,182,422
665,cruse,2605.15,475,897,466,668,1230,198,267,165,171,422
666,feast,2604.75,229,1230,975,668,729,135,241,306,171,253
667,saint,2604.75,668,975,670,573,729,365,304,266,182,253
668,hanse,2604.5,387,975,573,668,1230,69,304,137,171,422
669,soled,2604.4,668,753,716,1230,393,365,279,112,318,118
670,rouen,2604.1000000000004,897,753,466,1230,573,105,279,165,318,130
671,peola,2603.9500000000003,365,1230,753,716,975,141,241,243,162,63
672,rotal,2603.9,897,753,729,975,716,105,279,111,162,155
673,canes,2603.4,475,975,573,1230,668,198,304,137,318,36
674,poise,2602.8500000000004,365,753,670,668,1230,141,279,266,171,422
675,reach,2602.75,897,1230,975,475,387,105,241,306,150,137
676,urena,2602.4500000000003,466,897,1230,573,975,33,267,177,182,63
677,ravel,2602.45,897,975,152,1230,716,105,304,49,318,155
678,thole,2602.25,729,387,753,716,1230,149,144,243,162,422
679,ordie,2602.0,753,897,393,670,1230,41,267,75,158,422
680,stead,2601.8,668,729,1230,975,393,365,77,177,162,118
681,borne,2601.7,280,753,897,573,1230,173,279,163,182,422
682,mante,2601.7,316,975,573,729,1230,107,304,137,139,422
683,slant,2601.25,668,716,975,573,729,365,200,306,182,253
684,toney,2601.1000000000004,729,753,573,1230,424,149,279,137,318,364
685,reamy,2600.9000000000005,897,1230,975,316,424,105,241,306,68,364
686,tribe,2600.9,729,897,670,280,1230,149,267,266,24,422
687,paseo,2600.5,365,975,668,1230,753,141,304,80,318,58
688,terns,2600.3,729,1230,897,573,668,149,241,163,182,36
689,ranee,2599.9500000000003,897,975,573,1230,1230,105,304,137,318,422
690,cosie,2599.4500000000003,475,753,668,670,1230,198,279,80,158,422
691,grape,2599.3500000000004,310,897,975,365,1230,115,267,306,50,422
692,samen,2599.2000000000003,668,975,316,1230,573,365,304,61,318,130
693,frise,2599.15,229,897,670,668,1230,135,267,266,171,422
694,maleo,2599.05,316,975,716,1230,753,107,304,112,318,58
695,stary,2599.05,668,729,975,897,424,365,77,306,150,364
696,regal,2598.9,897,1230,310,975,716,105,241,67,162,155
697,perai,2598.4500000000003,365,1230,897,975,670,141,241,163,162,11
698,lased,2598.2500000000005,716,975,668,1230,393,87,304,80,318,118
699,sower,2598.1000000000004,668,753,194,1230,897,365,279,26,318,212
700,seric,2598.1,668,1230,897,670,475,365,241,163,158,31
701,scone,2597.8500000000004,668,475,753,573,1230,365,40,243,182,422
702,inter,2597.3500000000004,670,573,729,1230,897,34,87,111,318,212
703,apres,2597.35,975,365,897,1230,668,140,61,163,318,36
704,panel,2597.2000000000003,365,975,573,1230,716,141,304,137,318,155
705,ranke,2597.1,897,975,573,210,1230,105,304,137,55,422
706,souce,2597.05,668,753,466,475,1230,365,279,165,150,422
707,brine,2597.0,280,897,670,573,1230,173,267,266,182,422
708,shade,2596.85,668,387,975,393,1230,365,144,306,69,422
709,conte,2596.75,475,753,573,729,1230,198,279,137,139,422
710,lande,2596.4000000000005,716,975,573,393,1230,87,304,137,69,422
711,shone,2596.25,668,387,753,573,1230,365,144,243,182,422
712,risen,2596.2,897,670,668,1230,573,105,201,80,318,130
713,agile,2596.0,975,310,670,716,1230,140,11,266,162,422
714,bleat,2595.75,280,716,1230,975,729,173,200,177,162,253
715,laces,2595.65,716,975,475,1230,668,87,304,56,318,36
716,hoser,2595.35,387,753,668,1230,897,69,279,80,318,212
717,drest,2594.9000000000005,393,897,1230,668,729,111,267,177,171,253
718,reins,2594.4,897,1230,670,573,668,105,241,266,182,36
719,slipe,2593.3,668,716,670,365,1230,365,200,266,50,422
720,dates,2593.25,393,975,729,1230,668,111,304,111,318,36
